Place ID,Name,Latitude,Longitude,Type,Rating,Reviews,Freguesias
ChIJhTcAFAllJA0RHRJnNGGhuc8,New Sport Hostel in Porto,41.1542626,-8.6308507,"['lodging', 'point_of_interest', 'establishment']",3.2,83,Lordelo do Ouro e Massarelos
ChIJAdHVMallJA0R-51FnC1C5s0,Entre Amigos,41.16278719999999,-8.623621,"['lodging', 'point_of_interest', 'establishment']",4.6,43,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJ-zHVvKtlJA0Rc0ZXVhJ2mpo,TPC Capelo Concept,41.1621352,-8.6195048,"['lodging', 'point_of_interest', 'establishment']",4.3,3,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJNdjnT6BlJA0REfV-p_2Aa4s,House Music Spacy Room,41.1592514,-8.6360474,"['lodging', 'point_of_interest', 'establishment']",No rating,0,Lordelo do Ouro e Massarelos
ChIJo5yKiwNlJA0ROrxJP58dRqk,Soho Apartments,41.1519538,-8.6212225,"['lodging', 'point_of_interest', 'establishment']",No rating,0,Lordelo do Ouro e Massarelos
ChIJB_fxDwRlJA0RetpKgOBJkp4,The Colony Guest House,41.1526884,-8.622189800000001,"['lodging', 'point_of_interest', 'establishment']",4.2,91,Lordelo do Ouro e Massarelos
ChIJmdDUVABlJA0RdQJgijEwLHQ,Fatima's House - Cedofeita,41.15612369999999,-8.618631900000002,"['lodging', 'point_of_interest', 'establishment']",4.6,28,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJwV2RhgNlJA0R3iDROK_9xoY,Rosário Apartments,41.15134629999999,-8.6212872,"['lodging', 'point_of_interest', 'establishment']",1,1,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJM8V6rQFlJA0RpYCllz-ZJWU,Zelije Apartments Boavista,41.1560366,-8.618163899999999,"['lodging', 'point_of_interest', 'establishment']",No rating,0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJLfmcZqdlJA0RfI30KJhlxnY,Remax Executivo,41.1580756,-8.630891499999999,"['real_estate_agency', 'point_of_interest', 'establishment']",4,23,Lordelo do Ouro e Massarelos
ChIJKcDllJ9lJA0RwKnJ3jN87_Q,Centro Distrital de Segurança Social do Porto,41.15869879999999,-8.639477999999999,"['point_of_interest', 'establishment']",3.2,351,Lordelo do Ouro e Massarelos
ChIJHTrOGwhlJA0Rx58zhigUrtM,Shopping Brasília,41.1575628,-8.627836999999998,"['shopping_mall', 'point_of_interest', 'establishment']",3.6,3360,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJk38CzgBlJA0RjvrZ31x7-a4,Boavista Guest House,41.1565545,-8.6211924,"['lodging', 'point_of_interest', 'establishment']",4.6,903,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJT1Ac7wRlJA0RZk7cLpgtRqg,urgência Centro Materno Infantil do Norte,41.15189,-8.6240308,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",3.8,400,Lordelo do Ouro e Massarelos
ChIJi5z7fwxlJA0RxJYFj_WVvUc,RE/MAX PRO Porto,41.1560949,-8.628106599999999,"['real_estate_agency', 'point_of_interest', 'establishment']",4.4,131,Lordelo do Ouro e Massarelos
ChIJZ9PCvKtlJA0RaZ-BYsayBLM,Camping Shop: Loja de montanhismo e Trekking,41.1621616,-8.6195398,"['point_of_interest', 'store', 'establishment']",4.8,316,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJ-RbW0aBlJA0R-b-f_3sY0fg,Sede Synergie,41.1594323,-8.633098799999999,"['point_of_interest', 'establishment']",4.7,9,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJy1ylGwZlJA0RbuEIheZGFXE,Certform-Formação e Consultadoria Lda,41.1538,-8.6266,"['point_of_interest', 'establishment']",4.4,19,Lordelo do Ouro e Massarelos
ChIJdzr5maVlJA0RkNLxbAuvTGs,Liga Portuguesa de Futebol Profissional,41.1646205,-8.628018699999998,"['point_of_interest', 'establishment']",3.7,141,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJ1zMF44ZlJA0RSPCYfx7utS4,Ophthalmologist Campos Lopes,41.1570571,-8.625330199999999,"['point_of_interest', 'doctor', 'health', 'establishment']",4.8,18,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJZ4la_ghlJA0RyhXbsVSXr1M,Shopping Cidade do Porto,41.1549001,-8.6297172,"['shopping_mall', 'point_of_interest', 'establishment']",4.1,10453,Lordelo do Ouro e Massarelos
ChIJzS40OaBlJA0RrGerOUkn_9E,Pirmin Treku,41.1588163,-8.6368982,"['point_of_interest', 'establishment']",4.9,18,Lordelo do Ouro e Massarelos
ChIJ7xMsngVlJA0RaFp8CdBXc-I,"Solares Ibéricos Sociedade De Mediação Imobiliária, Lda",41.1507377,-8.6253312,"['real_estate_agency', 'point_of_interest', 'establishment']",4,3,Lordelo do Ouro e Massarelos
ChIJP3bCJ-NkJA0RKXXTHdtQ7fE,Caravela Seguros,41.1592045,-8.635504500000001,"['insurance_agency', 'point_of_interest', 'establishment']",2.9,191,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJZ-wsWqBlJA0R8K8yScydEWo,"Grupo Prime - Serviços Imobiliários, ACE",41.1591823,-8.635525200000002,"['real_estate_agency', 'point_of_interest', 'establishment']",4,6,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJAU5n7gdlJA0ROrwJZDVmzQ4,Douro Centro Médico,41.15729570000001,-8.6261416,"['point_of_interest', 'doctor', 'health', 'establishment']",4.1,55,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJJ-j7pu1kJA0RLYiZ1itm03E,Bel et Bon - Gourmet,41.1562625,-8.6208984,"['food', 'point_of_interest', 'store', 'establishment']",No rating,0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJxbIBbKBlJA0RJL7_2_8ovDM,School Santa Maria,41.15832649999999,-8.6362989,"['primary_school', 'school', 'point_of_interest', 'establishment']",4.5,8,Lordelo do Ouro e Massarelos
ChIJlfcI4qdlJA0R429346NUX5k,Pingu's English,41.158941,-8.6270658,"['school', 'point_of_interest', 'establishment']",No rating,0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJqVS9MaFlJA0RebfTtb_oONs,STTAMP,41.1607294,-8.6330349,"['point_of_interest', 'establishment']",5,3,Ramalde
ChIJAU5n7gdlJA0RCbLE0Gdq01Y,"Goo Sun - Tecnologia Solar De Silício, Lda",41.1572898,-8.6261298,"['point_of_interest', 'establishment']",No rating,0,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJ86qjgQhlJA0R8lNWw2Bwct0,Clínica Oftalmológica Professor Doutor Falcão Dos Reis Lda,41.155879,-8.627061000000001,"['point_of_interest', 'health', 'establishment']",4,1,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
ChIJy10wbKBlJA0RU_OWnChe4aI,Colégio Primeiros Passos,41.158052,-8.6364586,"['school', 'primary_school', 'point_of_interest', 'establishment']",4.8,6,Lordelo do Ouro e Massarelos
ChIJa1yQHSSVJA0Rzcp20q96Yd0,JUNTA DE FREGUESIA DE FIGUEIRÓ (SANTA cRISTINA),41.1579438,-8.629105299999999,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",5,4,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória"
